tweet	class
&#8220;: Oomf a fake bitch ass nigga point blank period. Smh&#8221; AWWWW SHITTTTTTT	1
&#8220;: &#8220;: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self&#8221; &#128514;&#128514;&#128514; Boy...	1
&#8220;: &#8220;: Kyrie fast than a bitch with the ball&#8221; look like you out there lol&#8221;lol I wish	1
&#8220;:  hahaha! She to much of a thottie for you!&#8221; Never fear Captain Save-A-Thot is here to save that hoe &#128526;	1
&#8220;:  happy birthday little bitch.&#8221; BOFL this made me laugh when I read it &#128514;&#128514;	1
&#8220;: Snap Chat Names please? &#128527;&#128171;&#128166;&#8221;only bitch you can Snapchatt is me	1
&#8220;: these hoes ain't loyal&#8221; no they ain't	1
&#8220;: &#8220;: Where the bitches at ,?? &#128064;&#8221; yeah where they at &#128064;&#8221; I don't know they probably at that Party &#128553;	1
&#8220;: I got the giggles because I'm a fag, I ain't gon' lie lol &#128514;&#128514;&#8221;	1
&#8220;:   you a bitch&#8221;they need to lock yo ass up for sayin some stupid shit like that	1
&#8220;: No one likes i n d i r e c t ass bitches.&#8221; &#128079;	1
&#8220;: My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(	2
&#8220;: Boyfriends that'll eat yo pussy all day long Ur da real mvp &#128557;&#128079;&#8221; 	1
&#8220;: How you make a salad and have no vegetables on the bitch?!? Give me a break. &#128514;&#128557;&#128514;&#128557;&#8221; potato salad	1
&#8220;: Im so happy in the morning after I shave my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick	1
&#8220;: I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got &amp; don't got &#128514;&#128514;&#8221;	1
&#8220;: Wish tonight was purge so I can get to hunting&#8221; Shut yo hoe ass up	1
&#8220;: what if I tell y'all I'm trying to turn up for bayou classic #drinker &#128520;&#8221; bitch you got the id.	1
&#8220;: &#8220;: Lol I 4got rose been dat nicca tho&#8221; #1 Never forget.&#8221;lol yee I was trippin	1
&#8220;: Looking at nip rings I can't wait until I can change mine &#128527;&#8221; &#128221;&#128064;&#128209; lmao	2
&#8220;: &#8220;: Happy new year &#127882;&#127881;&#127881;&#127881;&#127881;&#127881;&#127881;&#127882;&#127882;&#8221; check yo clock Hun we got another hour lol..&#8221;they just did the lil count down thing	2
&#8220;: bitch gotta work all hard to clean that shit without ripping her skin&#8221; LMAOSJDUSUBEJS	1
&#8220;: My friends are some insensitive bitches &#128514;&#8221;	1
&#8220;: I'm tryna get some snow day dick &#128514;&#128514;&#128514;&#128514;&#8221;gon make a nicca have a wreck out there Tryn pull up on ya &#128514;&#128514;	1
&#8220;: Like why tf is this bitch following me ?&#8221;&#128064;	1
&#8220;:  cuz you a hoe lol&#8221; cuz you went on your lil rant on me man!	1
&#8220;:  that wasn't me hoe azz boi&#8221; I'm (sniff sniff ) sorry (sniff sniff) 	1
&#8220;:  &#128175; what u did Mr bitches&#8221; &#128514; stop calling me that but I balled	1
&#8220;: ion eat cat . &#128581;&#8221;bitch what you gay for then	1
&#8220;: &#8220;: Iont got not type ... Bad bitches is the only thing that I like&#8221; ayeee!!&#8221; Throw that ass in a sphere &#128064;&#128514;	1
&#8220;: Niggas is hoes man I swear&#8221;	1
"&#8220;: This hoe Mimi said ""I hurt my hand"" &#128529;&#8221;&#128514;&#128514;&#128514; bitch her throat &#128514;&#128514;"	1
&#8220;: &#128530; dis hoe BRI will fuck up a wet dream&#8221; Pop up in the dream like 	1
&#8220;:  u a hoe broski u gotta look at dat shit&#8221;&#128064;&#128064;	1
&#8220;: Lil bitty bitch&#8221; &#128079;&#128079;&#128079;&#128079;&#128079;lingo	1
&#8220;: Shawty wanna charge for pussy but I'm like whoa now&#128561;&#8221; turnt her on to cash she use to fuck for free	1
&#8220;: Victor &amp; shawn legs don't hurt? They jigg every damn night &#128530;&#8221;&#128514;&#128514;&#128514;	1
&#8220;: Lol someone told me I had hoes so I sent them this&#128514;&#128514;&#128514; #8221;	1
&#8220;: bitch im weakkk vic &#128514;&#128514;&#128514;&#8221;&#128514;&#128514;	1
&#8220;: Fuck The Girls , Peep How He Change When A Nigga Squared Up Against Him &#128514;&#128514;&#128514;&#128514;&#128514; #8221; &#128514;&#128514;&#128514;&#128514; bitch ass	1
&#8220;: Nobody cares about KIRK Bosley no&#8221;I care bout my cousin hoe	1
&#8220;: Men hop in they feelings much quicker than women.&#8221; Not me &#128520; I hop in ya bitch	1
&#8220;: Bitch I'm on, bitch I'm on my griiind&#8221; thug luuuuuuv	1
&#8220;: My phone charging backwards &#128533;&#8221; retarded	0
&#8220;: I want some pussy #wishfulthinking&#8221;	1
&#8220;:  fb hoe lol&#8221;damn next time be nicer . Lmfao	1
&#8220; Right RT : Idk which one was selling pussy for $65 but that&#8217;s way too high for them #8221;hm	1
&#8220;:  ahhh you know who? So smart Donny! &#128516; but YES RT &#128514;&#8221; Yass! I'm glad you speak your mind to these 2faces hoes	1
&#8220;: Gave that bitch a bib since she wanna act messy&#8221;	1
&#8220;: im more excited about Boosie getting out than Valentines day&#8221;he get Vday pussy allstar weeekend pussy and mardi gras	1
&#8220;: I don't like Popeye's spicy chicken &#128545;&#8221; them bitches be on 10 boa you trippen	1
&#8220;: &#8220;: I wonder if I @ oomf I be like I want fuck would I be wrong or &#128533;&#8221; you a be one brave as bitch&#128514;&#128514;&#8221;one day &#128553;&#128514;&#128514;	1
&#8220;: It's so wonderful when you meet a dude that's not a bitch ass nigga these days &#128514;&#8221; &#128588;&#128553;	1
&#8220;:   yeah he lowkey loves me he knows he's ma nigga &#128076;&#8221;we don't love these hoes	1
&#8220;: I'm 2 much for these niggas and 3 much for these hoes &#128129;&#8221;	1
"&#8220;: Jordyn stays making fun of how I eat like a little bitch"""	1
&#8220;: He did go in i was actually surprised he when that hard RT : N the crib listen 2 my nig G-Eazy&#8221;don't diss my homie	1
&#8220;: You aint special niglet RT : When I'm chilling wit Greg ppl walk up to me to ask me to take pics&#8221;hatin	0
&#8220;: gotta buy those anti-slip shoes so these hoes won't catch me slipping&#8221;	1
&#8220;: 83 you're really cool you're good at basketball. And your a zebra &#127936;&#128060;&#8221; is this ?	2
&#8220;:  grow up bitch &#128514;&#128514;&#128514;&#128514;&#8221; &#128514;&#128514;&#128514;&#128128; they was cute &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;	1
&#8220;: Scrappy always on the reunion with hella hoes &#128514;&#8221;real nigga lmao	1
&#8220;: if he has a girlfriend don't be a hoe and text him yanno who u r &#128519;&#8221;	1
&#8220;: Don't really have anyone to talk to when things start going wrong...&#8221; Aight hoe ass nigga	1
&#8220;:   sydneys my favorite&#8221; she's a nigger but I love her	1
&#8220;: &#8220;: depressed but I got hoes&#8221; same&#8221;	1
&#8220;: 7. You still fucn ya ex?&#8221;na that bitch corny	1
&#8220;: About to go take over the A this summer. Binging alll the fly bitches to bless atl! #turnup!&#8221; Thank you!! &#128513;&#128513;&#128175;	1
&#8220;: I never get on twitter but when I do, I get in bitch fights with niggas. not even females bruh..&#8221; 	1
&#8220;: &#8220;: .. where the fuck is your top lip #8221; in my pussy&#8221; 	1
&#8220;:  mane the skinny bitches was playin lol I had too take my weight class too another level&#8221; &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;	1
&#8220;: &#128514;&#128169;RT : Lemme find out you niggaz letting bitches shit on yo faces&#8221; &#128557; niggas is weirdos	0
"&#8220;: ""cigarettes are so gross"" -half the bitches that smoke cigarettes &#128530;&#8221; "	1
&#8220;: I hate when I attempt to make the yellow light but the car infront of me stops at the light &#128545;&#128545;&#128545;&#8221;&#8252;&#65039; I be wanting to fight&#128514;	2
&#8220;: I like down bitches&#8221;	1
&#8220;: Niggas talk more then bitches these days &#128530;&#8221; #facts	1
&#8220;:  &#128563;&#128553;&#128514;&#128514; now bitch you know.. Lmaooo&#8221;&#128514;&#128514;&#128514;	1
&#8220;: Fuck them texts! &#128526; it's a movement. Lmaooo &#8220;: courts texting rubbed off on me &#128514;&#8221;&#8221;she used to be bitch bout it tho &#128553;	1
&#8220;: I need to find is both a damn job. &#8220;:  needs to find a bitch a job&#128553;&#128553;&#8221;&#8221;right	1
&#8220;: I DONT FUCK YOUUU u lil stupid ass bitch I AINT FUCKIN WIT YOU u lil dumbass bitch I AINT FUCKIN WIT YOU&#8221; 	1
&#8220;: Are. You. Kidding. Me. Right. Now. #8221; I'll smack a hoe	1
&#8220;: im just a sarcastic lil bitch who loves to sleep and eat&#8221;	1
&#8220;: These hoes ain't loyal [i would know cause I'm a hoe] but my fans damn sure are!&#8221; - real	1
&#8220; yeah it's really far and it's alright if you like living by a whole lot of hicks haha	1
&#8220;: im just a bitch ass elf&#8221; 	1
&#8220;: I dont trust girls&#8221; cant trust these hoes	1
&#8220;:   well we all know Victoria's Secret now.&#8221; Yea and we all the Cocoa Puff bird fucking	1
&#8220;: Paint brushes over Bugattis #StundentPainters bitch&#8221; paint me like one of your French girls	1
&#8220;:  niggah you friendzoned&#8221; daaaaaaaam.. &#128532;	1
&#8220;: Jose is so fucking mean to me like damn bitch lol&#8221; fuck you	1
&#8220;:  bitch im back at home now.&#8221; &#128514;	1
&#8220;    #CHUCKSTRONG #GoldSwagger #8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers	2
&#8220;: Happy Hour time best time of da day!!!!!&#8221; Niggas don't know bout them happy hour hoes	1
&#8220;: My favorite time of da day HAPPY HOUR!!! #Drinkbreak&#8221;when the bad bitches come out and the ok hoes at home doing make-up	1
&#8220;: Gwyneth Paltrow you ugly ass big bird looking bitch, shut the fuck up.&#8221; &lt;&lt;That's pretty much IN YOUR FACE! Bravo!	1
&#8220;: Why u can't just love?&#8221; Because we don't love these hoes	1
"&#8220;:  ""they played a great job"" who's the retard now?&#8221; &#128514;&#128514;&#128514;"	1
&#8220;: &#8220;: Y'all bitches be popping babies out like it's a sport&#128553;&#8221;stop &#128534;&#8221;what lol	1
&#8220;: finger a bitch w/ my trigger finger&#8221; nigga shut up	1
&#8220; Dora &amp; her table manners &#128530;&#8221;--- she's eating like a sloppy hoe!!?	1
&#8220;: &#8220;: Stop being such a bitch&#8221;&#8221;	1
&#8220;: just demolishing this huge bitch &#127850; #8221;sharing is caring &#128076;	1
"&#8220;:  Just think if Alex won some games!&#8221; That sorry son of a bitch will never ""win"" us a game"	1
&#8220;: &#128514;&#128514;  bitches so late &#128564;&#128129;&#8221; ion exposed &#128514;&#128564;	1
&#8220;: I feel sorry for whoever using Alyssa number to play phone games &#128532;&#128080;&#8221; dumb ass hoes who ain't got a life	1
&#8220;: i'll be a bitch when i have to be a bitch :) #fandomapology #5sosFamAnd1DfandomFollowParty&#8221; PREACH	1
&#8220;: bitches be set hoppin like bitch get your life for u get beat up lmao&#8221;	1
&#8220;: That pussy so wet she gotta dry outside&#8221;stop telling my business	1
&#8220;:  whens homecoming ho?&#8221;&#128553;&#128514; slut the 17th	1
&#8220;: Asians have short beds, my feet are hanging off the edge of the bed &#128514;&#8221; cuddle me bitch I'm right beside you	1
&#8220;: &#8220;:  u a regular nig, u played out b&#8221; lol ima b Ig famous&#8221;these days that counts for somethin	0
&#8220;: Congrats to kim k .this a great day for hoes everywhere&#8221;	1
&#8220;: Lol maybe I should give in nd date these hoes on dates&#8221;let me know how that work lol	1
&#8220;: Imma pull up on you eat on that pussy and dip&#8221;	1
&#8220;: If you can't get pussy without lying to a girl you wack&#8221; don't hate. appreciate.	1
&#8220;: My daughter makes me with I wasn't a hoe from age 18-25&#8221; u on a roll tonight	1
&#8220;: pussy prolly taste like heaven &#128523;&#8221; &#128079;	1
&#8220;: Now ma'am ... &#8220;: Every jawn on here been tryna have they pussy cop a feel on Donte's peen&#8221;&#8221;&#128563;	1
&#8220;: You know idgaf about a woman's lingerie matching when I love hairy pussy so much &#128514;&#8221; &#128567;	1
&#8220;: Why you let these hoes tear what we had right apart&#8221;	1
&#8220;: I just want the baddest bitch in the world right here on my lap&#8221;  &#128514;&#128514;&#128514;&#128514;	1
&#8220; &#8220;: Pineapples on sale at publix&#8221;hoes on sale too&#8221;up stairs	1
&#8220; I need ran theo and theo HOMIE rocking the cool&#8221; I need some free shit or some hoes	1
&#8220;: &#8220;: Stills get no pussy** #8221; he's jus being rational&#8221; a fag	1
&#8220;:  what class you in right now? I need my headphones for seventh period I'm serious bitch ass.&#8221;ms.Trophenboum	1
&#8220;: aw OMG this show made me cry &#128557;&#128557;&#128557;&#128557; I'm such a pussy man&#8221;you really are	1
&#8220;: brian stfu &#128548;&#128079; its twitter i could retweet anything&#8221;don't make me bitch slap you again &#128075;	1
&#8220;: I know u didnt hit that jigga with my fav purse. .. &#8221;--no chill! &#128514;&#128514;	2
&#8220;: Fucking slut&#8221; FOREAL, fuck dat bitch.	1
&#8220;: Might go to plaq hc&#8221;bitch who you gone go with	1
"&#8220;: I'm a faggot"" I agree"	1
&#8220;:  I was heartbroken tx inniz ho. Lmao&#8221; haha naw chill, you the one laughing at vdawg	1
&#8220;: Make the most of what you have.&#8221; Don't tell me what to do bitch	1
&#8220;: Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization	2
&#8220;: why do bitches stand like this? &#128563;&#128541; #8221; she wanted to be in MJ's smooth criminal video so bad..	1
&#8220;: It don't matter where we at this nigga always tryna holla at a bitch &#128514;&#128514; &#8221; where. y'all. at?	1
&#8220;: &#8220;: This bitch Gmfu.&#8221; You huh?&#8221; Huh lol	1
&#8220;: back then hoes didn't want me, now I'm hot, they all on me.&#8221;	1
"&#8220;: ""I can believe that wiz khalifa and that one bald bitch are getting divorced ""&#8221;"	1
&#8220;:  Sick of all the trash talk and cocky attitudes. #shutupandplay&#8221; Refs have to take control when needed	2
&#8220;: &#8220;: twitpic a selfie with light colored eyes&#8221; #8221;&#128525;	2
&#8220;: RT : Single moms got that proven pussy&#8221; LOL fckd up but truuu	1
&#8220;: RT : Hate when a chick say go deeper when u already dishin out all u got #hoes&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;	1
&#8220;: Bitch wanna date the flyest nigga then be shocked when he has hoes lol&#8221;	1
&#8220;: Ladies what if a dude put two hands in your pussy and started clapping?&#8221; Lmaoo	1
&#8220;: U get what u put in. If all u offering is pussy don't be mad when all u receive is dick&#8221; &#128588;	1
&#8220;: Things hoes say... #8221;	1
&#8220; thats my fav part on Take Care&#8221;whole album trash	2
&#8220;: &#8220;: No one wants an ugly nigga, so you've got him all to yourself. No more stressing over hoes&#8221; &lt;-&#8221; lies !	1
&#8220;:   yall partners in crime&#8221; that's my bitch she can't ride solo	1
&#8220;:  u got hoes tho&#8221; WERD &#128066; WHERE &#128064;	1
&#8220;: All I see in every #IfTheyGunnedMeDown tweet... #8221; Dis be like da colored Brady Bunch	2
&#8220;: No need to thank me, killing niggers is it's own reward.&#8221; Dis my pal from our graduation when we was 26	0
&#8220;:  no you homo&#8221; sorry I can't be straight like you and pull mad bitches &#128532;	1
